game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
JGRXRNZ,1910,Central Kansas League,1910-06-01,0,regular,P3166366,Mython,
TTPLMJR,1910,Central Kansas League,1910-06-10,1,regular,P0194255,Graham,
LTKMWVX,1910,Central Kansas League,1910-06-21,0,regular,P3350879,,
VBVLVGD,1910,Central Kansas League,1910-06-22,0,regular,P7567096,Hamlin,
QGKZTPW,1910,Central Kansas League,1910-06-23,0,regular,P3350879,,
WXWSQVL,1910,Central Kansas League,1910-06-24,0,regular,P7567096,Hamlin,
SQDKBCD,1910,Central Kansas League,1910-06-25,0,regular,P3350879,,
YHPQRVB,1910,Central Kansas League,1910-07-04,1,regular,P3350879,,
HCHKBSR,1910,Central Kansas League,1910-07-04,2,regular,P3350879,,
RWQYJGR,1910,Central Kansas League,1910-07-17,0,regular,P3350879,,
XHWDPPZ,1910,Central Kansas League,1910-07-19,0,regular,P7567096,Hamlin,
