game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
WHTYGLD,1910,Central Kansas League,1910-05-18,0,regular,P0367380,Morehead,,Clay Center,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,
WHTYGLD,1910,Central Kansas League,1910-05-18,0,regular,,TOTALS,,Clay Center,,,,8,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
WHTYGLD,1910,Central Kansas League,1910-05-18,0,regular,P6309670,Fowler,,Concordia,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,1,,,,,,,,
WHTYGLD,1910,Central Kansas League,1910-05-18,0,regular,P2412488,Lawrence,,Concordia,3b,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHTYGLD,1910,Central Kansas League,1910-05-18,0,regular,,TOTALS,,Concordia,,,,6,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
PFLMYRW,1910,Central Kansas League,1910-05-31,1,regular,P3278522,Bechtold,,Abilene,rf,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
PFLMYRW,1910,Central Kansas League,1910-05-31,1,regular,P7766929,Jennings,,Abilene,ss,2,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,,,,
PFLMYRW,1910,Central Kansas League,1910-05-31,1,regular,P3891467,Munroe,,Abilene,cf,3,3,0,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
PFLMYRW,1910,Central Kansas League,1910-05-31,1,regular,P9677567,Conley,,Abilene,lf,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
PFLMYRW,1910,Central Kansas League,1910-05-31,1,regular,P5446673,Wilson,,Abilene,1b,5,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,,,,
