game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
YVTDHTB,1909,Central Kansas League,1909-07-28,1,regular,P9035871,Brumage,
LYVBTLY,1909,Central Kansas League,1909-07-28,2,regular,P9035871,Brumage,
JMFCLYT,1909,Central Kansas League,1909-07-30,0,regular,P6302364,,
CBQJHFQ,1909,Central Kansas League,1909-08-05,0,regular,P6051061,Hamlin,
HZGWHGP,1909,Central Kansas League,1909-08-06,0,regular,P6051061,Hamlin,
GJRKLZK,1909,Central Kansas League,1909-08-07,0,regular,P6051061,Hamlin,
DMNRCDR,1909,Central Kansas League,1909-08-23,0,regular,P6051061,Hamlin,
BKTQLGX,1909,Central Kansas League,1909-08-23,0,regular,P6302364,,
KRKPQHH,1909,Central Kansas League,1909-08-26,0,regular,P6302364,,
WCXJCCC,1909,Central Kansas League,1909-08-27,0,regular,P6302364,,
TKYSHCL,1909,Central Kansas League,1909-08-30,0,regular,P3075439,Bartley,
