game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
VRMTXVP,1915,Texas League,1915-04-08,0,regular,P4935990,Arnold,
ZKZJYYX,1915,Texas League,1915-04-08,0,regular,P9327966,Aiken,
ZKZJYYX,1915,Texas League,1915-04-08,0,regular,P7201648,Hayes,
WRJBJMG,1915,Texas League,1915-04-08,0,regular,P1552043,Wright,
LLZLNYP,1915,Texas League,1915-04-08,0,regular,P6710619,Miller,
SSCNJXZ,1915,Texas League,1915-04-09,0,regular,P7201648,Hayes,
SSCNJXZ,1915,Texas League,1915-04-09,0,regular,P9327966,Aiken,
MVVPSGP,1915,Texas League,1915-04-09,0,regular,P1552043,Wright,
VNZLRHY,1915,Texas League,1915-04-09,0,regular,P6710619,Miller,
HRXBFTT,1915,Texas League,1915-04-09,0,regular,P4935990,Arnold,
TSHHPHB,1915,Texas League,1915-04-10,0,regular,P7201648,Hayes,
TSHHPHB,1915,Texas League,1915-04-10,0,regular,P9327966,Aiken,
FFBFRGW,1915,Texas League,1915-04-10,0,regular,P4935990,Arnold,
XTZMKXF,1915,Texas League,1915-04-10,0,regular,P1552043,Wright,
LQHBBYL,1915,Dallas Commercial League,1915-04-10,0,regular,P9838415,Dawkins,
GQBQDZJ,1915,Dallas Bankers League,1915-04-10,0,regular,P1574380,Morgan,
PVDKQFM,1915,Dallas Bankers League,1915-04-10,0,regular,P7391015,Pondrom,
GCSNWQW,1915,Texas League,1915-04-11,0,regular,P1552043,Wright,
DGVWPPZ,1915,Texas League,1915-04-11,0,regular,P7201648,Hayes,
DGVWPPZ,1915,Texas League,1915-04-11,0,regular,P9327966,Aiken,
KMBXZML,1915,Texas League,1915-04-11,0,regular,P4935990,Arnold,
KSPKXYY,1915,Texas League,1915-04-11,0,regular,P6710619,Miller,
PMVXKBQ,1915,Texas League,1915-04-12,0,regular,P1552043,Wright,
JLKTHFH,1915,Texas League,1915-04-12,0,regular,P6710619,Miller,
FXJXFRJ,1915,Texas League,1915-04-12,0,regular,P9327966,Aiken,
FXJXFRJ,1915,Texas League,1915-04-12,0,regular,P9222059,Hays,
HSRGBRD,1915,Texas League,1915-04-12,0,regular,P4935990,Arnold,
MMNZNNJ,1915,Texas League,1915-04-13,0,regular,P1552043,Wright,
KSRDKBW,1915,Texas League,1915-04-13,0,regular,P4935990,Arnold,
LPXFXCN,1915,Texas League,1915-04-13,0,regular,P6710619,Miller,
RRNZDPG,1915,Texas League,1915-04-13,0,regular,P9222059,Hays,
RRNZDPG,1915,Texas League,1915-04-13,0,regular,P9327966,Aiken,
XNVKCLF,1915,Western Association,1915-04-13,0,regular,P5741301,Pontius,
LPNPPRN,1915,Western Association,1915-04-13,0,regular,P6250867,Spencer,
CJZMDBQ,1915,Western Association,1915-04-13,0,regular,P5642341,Womack,
JZKWTYC,1915,Western Association,1915-04-13,0,regular,P7876807,Morgan,
