game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
VRMTXVP,1915,Texas League,1915-04-08,0,regular,P4935990,Arnold,
ZKZJYYX,1915,Texas League,1915-04-08,0,regular,P9327966,Aiken,
ZKZJYYX,1915,Texas League,1915-04-08,0,regular,P7201648,Hayes,
WRJBJMG,1915,Texas League,1915-04-08,0,regular,P1552043,Wright,
LLZLNYP,1915,Texas League,1915-04-08,0,regular,P6710619,Miller,
SSCNJXZ,1915,Texas League,1915-04-09,0,regular,P7201648,Hayes,
SSCNJXZ,1915,Texas League,1915-04-09,0,regular,P9327966,Aiken,
MVVPSGP,1915,Texas League,1915-04-09,0,regular,P1552043,Wright,
VNZLRHY,1915,Texas League,1915-04-09,0,regular,P6710619,Miller,
HRXBFTT,1915,Texas League,1915-04-09,0,regular,P4935990,Arnold,
TSHHPHB,1915,Texas League,1915-04-10,0,regular,P7201648,Hayes,
TSHHPHB,1915,Texas League,1915-04-10,0,regular,P9327966,Aiken,
FFBFRGW,1915,Texas League,1915-04-10,0,regular,P4935990,Arnold,
XTZMKXF,1915,Texas League,1915-04-10,0,regular,P1552043,Wright,
LQHBBYL,1915,Dallas Commercial League,1915-04-10,0,regular,P9838415,Dawkins,
QFLTYTD,1915,Dallas Bankers' League,1915-04-10,0,regular,P9015091,Morgan,
XPGMJRY,1915,Dallas Bankers' League,1915-04-10,0,regular,P2934478,Pondrom,
GCSNWQW,1915,Texas League,1915-04-11,0,regular,P1552043,Wright,
DGVWPPZ,1915,Texas League,1915-04-11,0,regular,P7201648,Hayes,
DGVWPPZ,1915,Texas League,1915-04-11,0,regular,P9327966,Aiken,
KMBXZML,1915,Texas League,1915-04-11,0,regular,P4935990,Arnold,
KSPKXYY,1915,Texas League,1915-04-11,0,regular,P6710619,Miller,
