game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P3879970,Bechtold,,Abilene,rf,1,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P2961342,Fehrman,,Abilene,p,10,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,5,1,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P8286979,Shaley,,Abilene,p,11,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P8368377,Jennings,,Abilene,ss,2,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P9848621,Monroe,,Abilene,cf,3,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P2426105,Wilson,,Abilene,1b,4,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P2316550,Ehrgot,,Abilene,c,5,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P6656999,Conley,,Abilene,lf,6,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P4575564,Fowler,,Abilene,lf,7,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P3510869,Leahey,,Abilene,2b,8,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P2775386,Brittain,,Abilene,3b,9,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,,TOTALS,,Abilene,,,33,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,11,0,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P6035363,Schlensker,,Ellsworth,rf,1,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P4444563,Fulwider,,Ellsworth,p,10,2,,,1,,,,,,,,,,,,,,,,1,,,5.1,,,,,1,,1,,,,1,5,0,,,,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P5873374,Pickens,,Ellsworth,ss,2,3,,,1,,,,,,,,,,,,,,,,,,,3.2,,,,,5,,3,,,,2,3,0,,,1,
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P1725747,Poindexter,,Ellsworth,lf,3,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
