league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1910,Carolina Association,regular,P3219018,,,1910-07-22,1910-08-12,5
1910,Carolina Association,regular,P6003173,Abercrombie,,1910-06-01,1910-06-01,1
1910,Carolina Association,regular,P1498661,Averett,,1910-05-31,1910-05-31,1
1910,Carolina Association,regular,P4920056,Brannon,,1910-09-01,1910-09-01,1
1910,Carolina Association,regular,P7099447,Clark,,1910-05-20,1910-06-01,3
1910,Carolina Association,regular,P9468695,Ex-Mayor Brandt,,1910-08-19,1910-08-19,1
1910,Carolina Association,regular,P2929053,Gray,,1910-05-28,1910-05-28,1
1910,Carolina Association,regular,P6913956,Handiboe,,1910-05-13,1910-09-03,80
1910,Carolina Association,regular,P4805812,Handibou,,1910-05-11,1910-05-12,2
1910,Carolina Association,regular,P3524960,Haniboe,,1910-07-30,1910-07-30,1
1910,Carolina Association,regular,P0604986,Hankie,,1910-08-16,1910-08-17,2
1910,Carolina Association,regular,P7495494,Harrington,,1910-05-30,1910-09-01,3
1910,Carolina Association,regular,P8652126,Klock,,1910-05-30,1910-08-15,2
1910,Carolina Association,regular,P5359878,Knowlton,,1910-07-05,1910-07-30,24
1910,Carolina Association,regular,P9277760,Mackay,,1910-05-11,1910-06-06,2
1910,Carolina Association,regular,P6885572,Mackey,,1910-05-12,1910-09-02,86
1910,Carolina Association,regular,P0346480,Mathis,,1910-05-20,1910-05-20,1
1910,Carolina Association,regular,P0207426,McGinnis,,1910-08-03,1910-08-20,4
1910,Carolina Association,regular,P5400383,McKenny,,1910-08-02,1910-08-02,1
1910,Carolina Association,regular,P7542791,McKinnon,,1910-08-01,1910-08-01,1
1910,Carolina Association,regular,P7578129,McLoskey,,1910-05-11,1910-05-25,11
1910,Carolina Association,regular,P2304086,Mr L.J. Brandt,,1910-09-03,1910-09-03,1
1910,Carolina Association,regular,P0044930,Nolan,,1910-07-04,1910-07-04,2
1910,Carolina Association,regular,P9298416,Redfern,,1910-09-03,1910-09-03,1
1910,Carolina Association,regular,P5257703,Roth,,1910-08-16,1910-09-01,3
1910,Carolina Association,regular,P3259810,Ruddenham,,1910-06-04,1910-06-11,3
1910,Carolina Association,regular,P8167078,Rudderham,,1910-06-01,1910-09-02,67
1910,Carolina Association,regular,P4799041,Shinner,,1910-05-26,1910-05-27,2
1910,Carolina Association,regular,P9653590,Tony Walters,,1910-05-20,1910-05-20,1
