game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
LZWGRPM,1909,Carolina Association,1909-04-22,0,regular,P1427046,Henderson,
WLQYZJT,1909,Carolina Association,1909-04-22,0,regular,P7214321,Mahoney,
MWXMSLW,1909,Carolina Association,1909-04-22,0,regular,P7369600,Stanley,
MWXMSLW,1909,Carolina Association,1909-04-22,0,regular,P8714158,La Rouque,
MCBJWGS,1909,Carolina Association,1909-04-23,0,regular,P1427046,Henderson,
VRFKNPF,1909,Carolina Association,1909-04-23,0,regular,P7214321,Mahoney,
QPRLBJR,1909,Carolina Association,1909-04-24,0,regular,P1427046,Henderson,
LCPLYJV,1909,Carolina Association,1909-04-24,0,regular,P0301177,Laroque,
JRDGZYX,1909,Carolina Association,1909-04-24,0,regular,P7214321,Mahoney,
WTNTBVF,1909,Carolina Association,1909-04-26,0,regular,P1427046,Henderson,
RBJNSJN,1909,Carolina Association,1909-04-26,0,regular,P7214321,Mahoney,
YHGXDHQ,1909,Carolina Association,1909-04-28,0,regular,P7214321,Mahoney,
RZHPDBP,1909,Carolina Association,1909-04-28,1,regular,P1427046,Henderson,
GPDFCCK,1909,Carolina Association,1909-04-28,2,regular,P1427046,Henderson,
VNXWSSJ,1909,Carolina Association,1909-04-29,0,regular,P7214321,Mahoney,
FNNQMYD,1909,Carolina Association,1909-04-29,0,regular,P1427046,Henderson,
ZBXXFPY,1909,Carolina Association,1909-04-30,0,regular,P8863708,LaRocque,
NTLNJMC,1909,Carolina Association,1909-05-01,0,regular,P8863708,LaRocque,
VLKBQQM,1909,Carolina Association,1909-05-01,0,regular,P7214321,Mahoney,
MRKWGBP,1909,Carolina Association,1909-05-01,0,regular,P1427046,Henderson,
ZGXGRQM,1909,Carolina Association,1909-05-03,0,regular,P1427046,Henderson,
GRLSHKK,1909,Carolina Association,1909-05-03,0,regular,P7214321,Mahoney,
YWLDYZG,1909,Carolina Association,1909-05-04,0,regular,P7214321,Mahoney,
WXRYSPH,1909,Carolina Association,1909-05-04,0,regular,P1427046,Henderson,
RTZNXXJ,1909,Carolina Association,1909-05-05,0,regular,P1427046,Henderson,
WRSRNCQ,1909,Carolina Association,1909-05-05,0,regular,P7214321,Mahoney,
LQVDHMF,1909,Carolina Association,1909-05-06,0,regular,P7214321,Mahoney,
TQPRPKM,1909,Carolina Association,1909-05-06,0,regular,P1427046,Henderson,
DWJYTBJ,1909,Carolina Association,1909-05-07,0,regular,P7214321,Mahoney,
XXPXYGF,1909,Carolina Association,1909-05-07,0,regular,P1427046,Henderson,
KQYVPND,1909,Carolina Association,1909-05-08,0,regular,P1427046,Henderson,
FFCHNXK,1909,Carolina Association,1909-05-08,0,regular,P7214321,Mahoney,
TTSCGZQ,1909,Carolina Association,1909-05-10,0,regular,P7214321,Mahoney,
MVDFZRG,1909,Carolina Association,1909-05-10,0,regular,P1427046,Henderson,
PZBVVNP,1909,Carolina Association,1909-05-10,0,regular,P0982524,Larocque,
KVJQSGD,1909,Carolina Association,1909-05-11,0,regular,P1427046,Henderson,
BQVNTNW,1909,Carolina Association,1909-05-12,0,regular,P7214321,Mahoney,
SNYGWPC,1909,Carolina Association,1909-05-12,0,regular,P8863708,LaRocque,
TFMVXZK,1909,Carolina Association,1909-05-12,0,regular,P1427046,Henderson,
XVGDRRY,1909,Carolina Association,1909-05-13,0,regular,P6334288,Long,
XVGDRRY,1909,Carolina Association,1909-05-13,0,regular,P7459827,Reis,
HBSVWQV,1909,Carolina Association,1909-05-13,0,regular,P8863708,LaRocque,
DSMZRSR,1909,Carolina Association,1909-05-13,0,regular,P6733296,Laval,
DSMZRSR,1909,Carolina Association,1909-05-13,0,regular,P6105563,Averett,
PCGPGVW,1909,Carolina Association,1909-05-14,0,regular,P1572792,Lucas,
CYHCRBD,1909,Carolina Association,1909-05-14,0,regular,P0982524,Larocque,
TYKGZCR,1909,Carolina Association,1909-05-14,0,regular,P4333122,Baird,
VVFBXPL,1909,Carolina Association,1909-05-15,0,regular,P1572792,Lucas,
DVRLQFC,1909,Carolina Association,1909-05-15,0,regular,P0982524,Larocque,
QJLBJBG,1909,Carolina Association,1909-05-15,0,regular,P4333122,Baird,
TTBCSGR,1909,Carolina Association,1909-05-17,0,regular,P4333122,Baird,
DWKYDDK,1909,Carolina Association,1909-05-17,0,regular,P1572792,Lucas,
BTPVXXX,1909,Carolina Association,1909-05-17,0,regular,P1080139,LaRocue,
MQXNRZQ,1909,Carolina Association,1909-05-18,0,regular,P1572792,Lucas,
PNQCWMG,1909,Carolina Association,1909-05-18,0,regular,P0982524,Larocque,
NBDSXQW,1909,Carolina Association,1909-05-22,1,regular,P7214321,Mahoney,
RWDPNQZ,1909,Carolina Association,1909-05-22,2,regular,P7214321,Mahoney,
BYHNZSR,1909,Carolina Association,1909-05-22,0,regular,P7514801,Lucid,
HFPLFMN,1909,Carolina Association,1909-05-24,0,regular,P7514801,Lucid,
FZCXVRK,1909,Carolina Association,1909-05-24,0,regular,P8863708,LaRocque,
CDTLLVG,1909,Carolina Association,1909-05-24,0,regular,P7214321,Mahoney,
LGWXQMH,1909,Carolina Association,1909-05-25,0,regular,P7514801,Lucid,
BBWCPVR,1909,Carolina Association,1909-05-25,0,regular,P8863708,LaRocque,
LTBFPBX,1909,Carolina Association,1909-05-25,0,regular,P7214321,Mahoney,
VLYVRHM,1909,Carolina Association,1909-05-26,0,regular,P7514801,Lucid,
TQZCNNR,1909,Carolina Association,1909-05-26,0,regular,P0982524,Larocque,
CHXFTTR,1909,Carolina Association,1909-05-26,0,regular,P3937588,Machoney,
CPYPLJN,1909,Carolina Association,1909-05-27,0,regular,P8863708,LaRocque,
NLSDYDR,1909,Carolina Association,1909-05-27,0,regular,P7214321,Mahoney,
TLNPGJM,1909,Carolina Association,1909-05-27,0,regular,P7514801,Lucid,
KFFHVRY,1909,Carolina Association,1909-05-28,1,regular,P8863708,LaRocque,
ZMZBTSX,1909,Carolina Association,1909-05-28,2,regular,P8863708,LaRocque,
MZCQXDS,1909,Carolina Association,1909-05-28,0,regular,P7214321,Mahoney,
TZSZBJB,1909,Carolina Association,1909-05-28,0,regular,P7514801,Lucid,
WBPLNDY,1909,Carolina Association,1909-05-29,0,regular,P4782425,LaRoque,
CBNKQZT,1909,Carolina Association,1909-05-29,0,regular,P7514801,Lucid,
CJLQNYR,1909,Carolina Association,1909-05-29,0,regular,P7214321,Mahoney,
QYFCNYM,1909,Carolina Association,1909-06-01,0,regular,P0982524,Larocque,
FTNJQDS,1909,Carolina Association,1909-06-04,0,regular,P7214321,Mahoney,
