key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14
LZWGRPM,1909-04-22,0,Carolina Association,regular,,Anderson,3,,Charlotte,0,,2000,1:35,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 23, 1909",2,0,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,
MWXMSLW,1909-04-22,0,Carolina Association,regular,,Winston-Salem,11,,Greensboro,7,,2000,2:10,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 23, 1909",0,0,0,0,0,1,5,2,3,,,,,,0,1,0,0,0,6,0,0,0,,,,,
WLQYZJT,1909-04-22,0,Carolina Association,regular,,Greenville,5,,Spartanburg,3,,3000,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 23, 1909",0,0,2,1,2,0,0,0,0,,,,,,0,0,0,1,2,0,0,0,0,,,,,
MCBJWGS,1909-04-23,0,Carolina Association,regular,,Anderson,4,,Charlotte,1,,700,1:40,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 24, 1909",0,1,0,0,0,1,2,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,
CHLYKTD,1909-04-23,0,Carolina Association,regular,,Winston-Salem,,,Greensboro,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 24, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRFKNPF,1909-04-23,0,Carolina Association,regular,,Greenville,11,,Spartanburg,4,,,2:05,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 24, 1909",0,0,0,2,6,1,0,1,1,,,,,,2,0,0,0,0,0,0,0,2,,,,,
QPRLBJR,1909-04-24,0,Carolina Association,regular,,Anderson,,,Charlotte,,,1200,1:40,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 24, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCPLYJV,1909-04-24,0,Carolina Association,regular,,Winston-Salem,4,,Greensboro,4,,1000,2:40,,called,darkness,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 25, 1909",0,0,0,0,1,0,1,1,1,0,0,0,,,0,0,0,0,4,0,0,0,0,0,0,0,,
JRDGZYX,1909-04-24,0,Carolina Association,regular,,Greenville,,,Spartanburg,,,1500,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 25, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJNSJN,1909-04-26,0,Carolina Association,regular,,Spartanburg,6,,Anderson,7,,,1:50,,,,2,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 27, 1909",0,0,1,0,0,5,0,0,0,,,,,,0,0,0,2,3,0,0,0,2,,,,,
WTNTBVF,1909-04-26,0,Carolina Association,regular,,Greensboro,0,,Greenville,4,,2500,2:00,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 27, 1909",0,0,0,0,0,0,0,0,0,,,,,,0,0,3,0,0,0,0,1,x,,,,,
FHJHRMR,1909-04-27,0,Carolina Association,regular,,Spartanburg,,,Anderson,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 28, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,
HQWQFQL,1909-04-27,0,Carolina Association,regular,,Greensboro,,,Greenville,,,,,,postponed,rain,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 28, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,
YHGXDHQ,1909-04-28,0,Carolina Association,regular,,Spartanburg,7,,Anderson,4,,,2:20,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 29, 1909",0,0,2,0,0,0,0,2,0,3,,,,,2,1,1,0,0,0,0,0,0,0,,,,
RZHPDBP,1909-04-28,1,Carolina Association,regular,,Greensboro,6,,Greenville,2,,1500,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 29, 1909",0,3,0,0,0,0,0,1,2,,,,,,0,0,0,0,0,2,0,0,0,,,,,
GPDFCCK,1909-04-28,2,Carolina Association,regular,,Greensboro,3,,Greenville,2,,2183,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090422.txt,"The Charlotte Observer Apr 29, 1909",1,0,0,0,2,0,0,0,0,,,,,,0,0,1,0,1,0,0,0,0,,,,,
VNXWSSJ,1909-04-29,0,Carolina Association,regular,,Greensboro,1,,Anderson,3,,,1:35,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer Apr 30, 1909",0,0,1,0,0,0,0,0,0,,,,,,2,0,0,0,0,1,0,0,x,,,,,
FNNQMYD,1909-04-29,0,Carolina Association,regular,,Winston-Salem,2,,Greenville,4,,850,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer Apr 30, 1909",0,2,0,0,0,0,0,0,0,,,,,,0,1,0,2,0,1,0,0,x,,,,,
ZBXXFPY,1909-04-30,0,Carolina Association,regular,,Spartanburg,3,,Charlotte,,,,,,game called in bottom of ninth,darkness,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,The Charlotte Observer,0,0,0,1,0,1,0,1,0,,,,,,0,1,0,0,2,0,0,0,x,,,,,
VLKBQQM,1909-05-01,0,Carolina Association,regular,,Greensboro,1,,Anderson,7,,,1:40,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer May 2, 1909",0,1,0,0,0,0,0,0,0,,,,,,3,0,0,0,0,0,0,4,x,,,,,
NTLNJMC,1909-05-01,0,Carolina Association,regular,,Spartanburg,4,,Charlotte,1,,,1:40,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,The Charlotte Observer,0,1,0,1,0,1,0,0,1,,,,,,0,0,0,0,0,0,1,0,0,,,,,
MRKWGBP,1909-05-01,0,Carolina Association,regular,,Winston-Salem,9,,Greenville,6,,1000,,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer May 2, 1909",5,1,0,0,0,1,2,0,0,,,,,,1,0,0,0,1,0,0,0,4,,,,,
GRLSHKK,1909-05-03,0,Carolina Association,regular,,Greenville,4,,Greensboro,5,,1000,2:35,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer May 4, 1909",1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
ZGXGRQM,1909-05-03,0,Carolina Association,regular,,Anderson,2,,Winston-Salem,4,,,1:45,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer May 4, 1909",1,0,0,1,0,0,0,0,0,,,,,,0,0,3,1,0,0,0,0,x,,,,,
YWLDYZG,1909-05-04,0,Carolina Association,regular,,Greenville,0,,Greensboro,1,,,1:30,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer May 5, 1909",0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,1,0,0,0,x,,,,,
WXRYSPH,1909-05-04,0,Carolina Association,regular,,Anderson,0,,Winston-Salem,3,,,1:40,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer May 5, 1909",0,0,0,0,0,0,0,0,0,,,,,,0,0,2,1,0,0,0,0,x,,,,,
WRSRNCQ,1909-05-05,0,Carolina Association,regular,,Greenville,9,,Greensboro,7,,,1:50,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer May 6, 1909",0,5,0,0,0,0,2,1,1,,,,,,0,0,0,0,2,1,1,1,2,,,,,
PJTQWBK,1909-05-06,0,Carolina Association,regular,,Anderson,2,,Winston-Salem,1,,,1:40,,,,,data/boxscores/transcript/1909/1909-CO/CO-19090429.txt,"The Charlotte Observer May 6, 1909",0,2,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,0,0,0,0,,,,,
