game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P1653517,Weller,,Junction City,cf,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P0519303,McGrew,,Junction City,p,10,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,,,0,4,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P0958117,Jewell,,Junction City,ss,2,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,1,2,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P7564180,Meier,,Junction City,2b,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P1570613,Vann,,Junction City,3b,4,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P7993252,McDonald,,Junction City,rf,5,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P8954082,Quigley,,Junction City,1b,6,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P8260391,Baschong,,Junction City,lf,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P2130801,Nelson,,Junction City,c,8,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,8,1,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P6469696,O'Neil,,Junction City,p,9,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,1,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,,TOTALS,,Junction City,,,31,1,,7,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,24,12,5,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P3603720,Clark,,Manhattan,rf,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P1431256,Strohm,,Manhattan,ss,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P6980120,Strong,,Manhattan,cf,3,4,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P1890271,Lindsley,,Manhattan,c,4,3,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
VCCGBCV,1910,Central Kansas League,1910-06-14,0,regular,P0555237,Rennard,,Manhattan,lf,5,4,2,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
