game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
MFWMRSC,1912,Carolina Association,1912-04-25,0,regular,P5006836,Gallagher,
YNLMYPQ,1912,Carolina Association,1912-04-25,0,regular,P1694309,Pearson,
FPMGGLF,1912,Carolina Association,1912-04-25,0,regular,P4643763,O'Brien,
DBDTTJD,1912,Carolina Association,1912-04-26,0,regular,P5006836,Gallagher,
SPTYBDX,1912,Carolina Association,1912-04-26,0,regular,P4643763,O'Brien,
VSLCMPD,1912,Carolina Association,1912-04-26,0,regular,P1694309,Pearson,
XJKLKZW,1912,Carolina Association,1912-04-27,0,regular,P1694309,Pearson,
LBGCNLW,1912,Carolina Association,1912-04-27,0,regular,P5006836,Gallagher,
BBXFLSQ,1912,Carolina Association,1912-04-27,0,regular,P4643763,O'Brien,
GPYCHLS,1912,Carolina Association,1912-04-29,0,regular,P4643763,O'Brien,
LRXQTHL,1912,Carolina Association,1912-04-30,0,regular,P4643763,O'Brien,
FMJMTBH,1912,Carolina Association,1912-04-30,1,regular,P1694309,Pearson,
RXXDQSF,1912,Carolina Association,1912-04-30,2,regular,P1694309,Pearson,
HYCCLHK,1912,Carolina Association,1912-04-30,1,regular,P5006836,Gallagher,
VKKYZYW,1912,Carolina Association,1912-04-30,2,regular,P5006836,Gallagher,
PSKRLJP,1912,Carolina Association,1912-05-01,0,regular,P4643763,O'Brien,
SXFMYVX,1912,Carolina Association,1912-05-01,0,regular,P5006836,Gallagher,
TSRYBPW,1912,Carolina Association,1912-05-01,0,regular,P1694309,Pearson,
SXXKVMW,1912,Carolina Association,1912-05-02,0,regular,P4643763,O'Brien,
RKDDBGW,1912,Carolina Association,1912-05-02,0,regular,P1694309,Pearson,
MCTLTFX,1912,Carolina Association,1912-05-02,0,regular,P5006836,Gallagher,
ZZDKKPX,1912,Carolina Association,1912-05-03,0,regular,P4643763,O'Brien,
MCSGZML,1912,Carolina Association,1912-05-03,0,regular,P5006836,Gallagher,
DDQYMNN,1912,Carolina Association,1912-05-03,0,regular,P1694309,Pearson,
FVVSFRF,1912,Carolina Association,1912-05-04,0,regular,P4643763,O'Brien,
LQCPQDV,1912,Carolina Association,1912-05-04,0,regular,P5006836,Gallagher,
TDFTQVZ,1912,Carolina Association,1912-05-06,0,regular,P1694309,Pearson,
TWVGFGW,1912,Carolina Association,1912-05-06,0,regular,P5006836,Gallagher,
DPSTPMT,1912,Carolina Association,1912-05-06,0,regular,P4643763,O'Brien,
ZRHXNWG,1912,Carolina Association,1912-05-07,0,regular,P1694309,Pearson,
FJTVNWM,1912,Carolina Association,1912-05-07,0,regular,P5006836,Gallagher,
DWTVCFK,1912,Carolina Association,1912-05-07,0,regular,P4643763,O'Brien,
PJBTXYV,1912,Carolina Association,1912-05-08,0,regular,P1694309,Pearson,
BCLBCQH,1912,Carolina Association,1912-05-08,0,regular,P4643763,O'Brien,
DHKZYGR,1912,Carolina Association,1912-05-08,0,regular,P5006836,Gallagher,
NFFBQHR,1912,Carolina Association,1912-05-09,0,regular,P1694309,Pearson,
PJCZYWB,1912,Carolina Association,1912-05-09,0,regular,P5006836,Gallagher,
MKBJQQL,1912,Carolina Association,1912-05-09,0,regular,P4643763,O'Brien,
KGBVWZF,1912,Carolina Association,1912-05-10,0,regular,P4665268,Barr,
LNMGPVC,1912,Carolina Association,1912-05-11,0,regular,P5006836,Gallagher,
QNXBGBB,1912,Carolina Association,1912-05-11,0,regular,P4643763,O'Brien,
JQYCSHF,1912,Carolina Association,1912-05-13,0,regular,P5006836,Gallagher,
CBJLRXB,1912,Carolina Association,1912-05-13,0,regular,P4665268,Barr,
WFNQYYM,1912,Carolina Association,1912-05-13,0,regular,P4643763,O'Brien,
QZTSWYY,1912,Carolina Association,1912-05-14,0,regular,P5006836,Gallagher,
JKGKZQY,1912,Carolina Association,1912-05-14,0,regular,P4643763,O'Brien,
QFYQGZJ,1912,Carolina Association,1912-05-14,0,regular,P4665268,Barr,
FWYFCLM,1912,Carolina Association,1912-05-15,0,regular,P4643763,O'Brien,
CVPJTGF,1912,Carolina Association,1912-05-15,0,regular,P5006836,Gallagher,
XCCTTCB,1912,Carolina Association,1912-05-16,0,regular,P4643763,O'Brien,
VXYGWKF,1912,Carolina Association,1912-05-16,1,regular,P4665268,Barr,
YFZNHJT,1912,Carolina Association,1912-05-16,2,regular,P4665268,Barr,
RKCZDVT,1912,Carolina Association,1912-05-16,0,regular,P5006836,Gallagher,
CRCQCJY,1912,Carolina Association,1912-05-17,0,regular,P4643763,O'Brien,
HYFCBBJ,1912,Carolina Association,1912-05-17,0,regular,P5006836,Gallagher,
ZVVVLMZ,1912,Carolina Association,1912-05-17,0,regular,P4665268,Barr,
RJHRDKX,1912,Carolina Association,1912-05-18,0,regular,P4665268,Barr,
FYQHHQH,1912,Carolina Association,1912-05-18,0,regular,P4643763,O'Brien,
RGSXBTP,1912,Carolina Association,1912-05-18,0,regular,P5006836,Gallagher,
DRVZMCM,1912,Carolina Association,1912-05-20,0,regular,P4665268,Barr,
XJBRMRM,1912,Carolina Association,1912-05-20,0,regular,P5006836,Gallagher,
RLXMVKM,1912,Carolina Association,1912-05-20,0,regular,P4643763,O'Brien,
NPJRCMM,1912,Carolina Association,1912-05-21,0,regular,P4665268,Barr,
JNPFNKP,1912,Carolina Association,1912-05-21,0,regular,P4643763,O'Brien,
TCQKCHL,1912,Carolina Association,1912-05-21,0,regular,P5006836,Gallagher,
NJQMWGS,1912,Carolina Association,1912-05-22,0,regular,P4665268,Barr,
SLYGLQK,1912,Carolina Association,1912-05-22,0,regular,P5006836,Gallagher,
WCDNXJP,1912,Carolina Association,1912-05-22,0,regular,P1651299,Gilroy,
WCDNXJP,1912,Carolina Association,1912-05-22,0,regular,P0733909,Hauser,
ZDLGCVR,1912,Carolina Association,1912-05-23,0,regular,P4665268,Barr,
ZDLGCVR,1912,Carolina Association,1912-05-23,0,regular,P5006836,Gallagher,
ZSMDBGT,1912,Carolina Association,1912-05-23,0,regular,P6451963,Earle,Howard
YDPCHNG,1912,Carolina Association,1912-05-23,0,regular,P7617038,Galvin,
CBCZFVY,1912,Carolina Association,1912-05-24,0,regular,P4665268,Barr,
DCRHCXV,1912,Carolina Association,1912-05-24,0,regular,P5742986,Hickey,
WBXZSNF,1912,Carolina Association,1912-05-24,0,regular,P5006836,Gallagher,
MFHCCTR,1912,Carolina Association,1912-05-25,0,regular,P5006836,Gallagher,
CNQGLPD,1912,Carolina Association,1912-05-25,0,regular,P5742986,Hickey,
PLVZPMB,1912,Carolina Association,1912-05-27,0,regular,P5742986,Hickey,
RMKNWHJ,1912,Carolina Association,1912-05-27,0,regular,P5006836,Gallagher,
XZCSCMG,1912,Carolina Association,1912-05-27,0,regular,P4665268,Barr,
MXVWKHY,1912,Carolina Association,1912-05-28,0,regular,P5742986,Hickey,
KKFDGMX,1912,Carolina Association,1912-05-28,0,regular,P4665268,Barr,
NQGZSKJ,1912,Carolina Association,1912-05-28,0,regular,P5006836,Gallagher,
BMPQJJP,1912,Carolina Association,1912-05-29,0,regular,P5742986,Hickey,
WCCTFGT,1912,Carolina Association,1912-05-29,0,regular,P4665268,Barr,
BRHVKDG,1912,Carolina Association,1912-05-29,0,regular,P5006836,Gallagher,
CZHGWTP,1912,Carolina Association,1912-05-30,0,regular,P5006836,Gallagher,
WBHVMXH,1912,Carolina Association,1912-05-30,0,regular,P5742986,Hickey,
YNJFYRW,1912,Carolina Association,1912-05-30,0,regular,P4665268,Barr,
CMSGGCC,1912,Carolina Association,1912-05-31,0,regular,P5006836,Gallagher,
BPHKYBL,1912,Carolina Association,1912-05-31,0,regular,P5742986,Hickey,
